2.31, -1.49, 9.41
2.31, -1.49, 9.41
2.28, -1.45, 9.61
2.28, -1.45, 9.61
2.28, -1.45, 9.61
2.28, -1.45, 9.61
2.28, -1.45, 9.61
2.24, -1.33, 9.53
2.24, -1.33, 9.53
2.24, -1.33, 9.53
2.24, -1.33, 9.53
2.24, -1.33, 9.53
2.12, -1.10, 9.61
2.12, -1.10, 9.61
2.12, -1.10, 9.61
2.12, -1.10, 9.61
2.12, -1.10, 9.61
2.04, -0.75, 9.73
2.04, -0.75, 9.73
2.04, -0.75, 9.73
2.04, -0.75, 9.73
2.04, -0.75, 9.73
1.92, -0.51, 9.85
1.92, -0.51, 9.85
1.92, -0.51, 9.85
1.92, -0.51, 9.85
1.92, -0.51, 9.85
2.00, -0.75, 9.73
2.00, -0.75, 9.73
2.00, -0.75, 9.73
2.00, -0.75, 9.73
2.00, -0.75, 9.73
2.00, -0.90, 9.61
2.00, -0.90, 9.61
2.00, -0.90, 9.61
2.00, -0.90, 9.61
2.00, -0.90, 9.61
2.00, -0.71, 9.49
2.04, -0.71, 9.49
2.04, -0.71, 9.49
2.04, -0.71, 9.49
2.04, -0.71, 9.49
2.04, -0.63, 9.45
2.04, -0.63, 9.45
2.04, -0.63, 9.45
2.04, -0.63, 9.45
2.04, -0.63, 9.45
2.04, -0.51, 9.61
1.96, -0.51, 9.61
1.96, -0.51, 9.61
1.96, -0.51, 9.61
1.96, -0.51, 9.61
1.96, -0.43, 9.65
1.96, -0.43, 9.65
1.96, -0.43, 9.65
1.96, -0.43, 9.65
1.96, -0.43, 9.65
1.96, -0.51, 9.73
2.04, -0.51, 9.73
2.04, -0.51, 9.73
2.04, -0.51, 9.73
2.04, -0.51, 9.73
2.04, -0.82, 9.73
2.08, -0.82, 9.73
2.08, -0.82, 9.73
2.08, -0.82, 9.73
2.08, -0.82, 9.73
2.08, -0.94, 9.65
2.08, -0.94, 9.65
2.08, -0.94, 9.65
2.08, -0.94, 9.65
2.08, -0.94, 9.65
2.08, -1.18, 9.65
2.12, -1.18, 9.65
2.12, -1.18, 9.65
2.12, -1.18, 9.65
2.12, -1.18, 9.65
2.12, -1.18, 9.73
2.20, -1.14, 9.73
2.20, -1.14, 9.73
2.20, -1.14, 9.73
