0.35, -0.71, 9.92
0.35, -0.71, 9.92
0.35, -0.71, 9.92
0.35, -0.71, 9.92
0.35, -0.71, 9.89
0.24, -0.63, 9.89
0.24, -0.63, 9.89
0.24, -0.67, 9.85
0.24, -0.67, 9.85
0.16, -0.71, 9.89
0.16, -0.71, 9.89
0.16, -0.71, 9.89
0.16, -0.71, 9.89
0.16, -0.71, 9.89
0.04, -0.78, 10.04
0.04, -0.86, 10.08
0.04, -0.86, 10.08
0.04, -0.86, 10.08
0.04, -0.86, 10.08
0.04, -0.86, 10.08
0.00, -0.82, 10.08
0.00, -0.82, 10.08
0.00, -0.82, 10.08
0.04, -0.78, 9.92
0.04, -0.78, 9.92
0.04, -0.78, 9.92
0.08, -0.75, 9.89
0.08, -0.75, 9.89
0.08, -0.75, 9.89
0.08, -0.75, 9.89
0.08, -0.75, 9.89
0.04, -0.71, 10.04
0.04, -0.71, 10.04
0.04, -0.71, 10.04
0.04, -0.71, 10.04
0.04, -0.71, 10.04
0.04, -0.71, 10.00
0.04, -0.71, 10.00
0.08, -0.75, 9.92
0.08, -0.75, 9.89
0.00, -0.75, 9.89
0.00, -0.75, 9.89
0.00, -0.75, 9.89
0.00, -0.75, 9.89
0.00, -0.75, 9.85
0.12, -0.75, 9.96
0.12, -0.75, 9.96
0.12, -0.75, 9.92
0.24, -0.75, 9.92
0.24, -0.75, 9.92
0.24, -0.75, 9.92
0.24, -0.63, 10.00
0.24, -0.63, 10.00
0.24, -0.67, 10.00
0.24, -0.67, 10.00
0.24, -0.67, 10.00
0.24, -0.67, 10.00
0.24, -0.67, 10.00
0.24, -0.59, 9.96
0.20, -0.63, 9.89
0.20, -0.63, 9.89
0.20, -0.63, 9.92
0.12, -0.75, 9.92
0.12, -0.75, 9.92
0.12, -0.75, 9.92
0.12, -0.75, 9.92
0.04, -0.90, 10.00
0.04, -0.90, 10.00
0.04, -0.90, 10.00
0.04, -0.90, 10.00
0.04, -1.02, 10.00
0.04, -1.02, 10.00
0.04, -1.02, 10.00
0.04, -1.02, 10.00
0.04, -1.02, 10.00
0.08, -1.02, 9.92
0.08, -1.02, 9.92
0.12, -0.98, 9.85
0.12, -0.98, 9.85
0.12, -0.98, 9.85
0.12, -0.98, 9.85
0.12, -0.98, 9.85
0.24, -1.02, 9.81
0.24, -1.02, 9.81
0.24, -1.02, 9.81
0.24, -1.02, 9.81
0.20, -1.02, 9.77
0.20, -1.02, 9.77
0.20, -1.02, 9.77
0.27, -1.06, 9.81
0.31, -1.06, 9.81
0.31, -1.06, 9.81
0.31, -1.06, 9.81
0.31, -1.06, 9.81
0.31, -1.06, 9.81
0.24, -1.10, 9.89
0.24, -1.10, 9.77
0.24, -1.10, 9.77
0.20, -1.02, 9.73
0.20, -1.02, 9.73
0.20, -1.02, 9.73
0.20, -1.02, 9.73
0.20, -1.02, 9.73
0.35, -0.78, 9.53
0.35, -0.78, 9.53
0.35, -0.78, 9.53
0.35, -0.78, 9.53
0.35, -0.75, 9.53
0.35, -0.75, 9.53
0.35, -0.75, 9.53
0.24, -0.75, 9.65
0.16, -0.75, 9.65
0.16, -0.75, 9.65
0.16, -0.75, 9.65
0.16, -0.75, 9.65
0.16, -0.86, 9.77
0.16, -0.98, 9.89
0.16, -0.98, 9.89
0.16, -1.14, 10.00
0.08, -1.14, 10.00
0.08, -1.14, 10.00
0.08, -1.14, 10.00
0.08, -1.14, 10.00
0.08, -1.29, 10.08
0.00, -1.69, 10.51
0.00, -2.16, 10.51
0.00, -2.16, 10.51
0.00, -2.16, 10.51
0.00, -2.16, 10.51
0.00, -2.16, 10.67
0.04, -2.55, 10.67
0.04, -2.55, 10.67
0.04, -2.55, 10.67
0.04, -2.55, 10.67
0.04, -2.55, 10.83
0.04, -3.02, 10.83
0.04, -3.02, 10.83
0.04, -3.02, 10.83
0.04, -3.02, 10.83
0.04, -3.02, 10.90
0.00, -3.57, 10.90
0.00, -3.57, 10.90
0.00, -4.82, 11.18
0.00, -4.82, 11.18
0.00, -4.82, 11.18
0.00, -4.82, 11.14
0.00, -5.53, 11.14
0.00, -5.53, 11.14
0.00, -5.53, 11.14
0.00, -5.53, 11.14
0.00, -5.53, 11.10
-0.71, -7.34, 11.22
-0.71, -7.34, 11.22
-0.94, -7.77, 11.22
-0.94, -7.77, 11.22
-0.94, -7.77, 11.22
-0.94, -7.77, 11.22
-0.94, -7.77, 11.22
-1.22, -8.20, 11.06
-1.22, -8.20, 11.06
-1.22, -8.20, 11.06
-1.22, -8.20, 11.06
-1.22, -8.20, 11.06
-1.41, -8.47, 11.06
-1.65, -8.75, 10.47
-1.80, -8.87, 10.47
-1.80, -8.87, 10.47
-1.80, -8.87, 10.47
-1.80, -8.87, 10.47
-1.80, -8.87, 10.20
-2.00, -8.98, 10.20
-2.00, -8.98, 10.20
-2.00, -8.98, 10.20
-2.00, -8.98, 10.20
-2.00, -8.98, 9.85
-2.28, -9.10, 9.85
-2.47, -9.38, 9.96
-2.67, -9.85, 9.96
-2.67, -9.85, 9.96
-2.67, -9.85, 9.96
-2.67, -9.85, 9.96
-2.67, -9.85, 10.12
-2.79, -10.55, 10.12
-2.79, -10.55, 10.12
-2.79, -10.55, 10.12
-2.79, -10.55, 10.12
-2.79, -10.55, 10.28
-2.94, -11.02, 10.28
-2.94, -11.02, 10.28
-3.92, -11.38, 10.43
-3.92, -11.38, 10.43
-3.92, -11.38, 10.40
-4.12, -10.90, 10.40
-4.12, -10.90, 10.40
-4.12, -10.90, 10.40
-4.12, -10.90, 10.40
-4.12, -10.90, 10.51
-4.28, -10.47, 10.51
-4.28, -10.47, 10.51
-4.28, -10.47, 10.51
-4.28, -10.47, 10.51
-4.28, -10.47, 10.51
-4.28, -10.04, 10.51
-4.28, -10.04, 10.51
-4.28, -10.04, 10.51
-4.28, -10.04, 10.51
-4.28, -10.04, 10.51
-4.39, -9.38, 10.51
-4.39, -9.38, 10.51
-4.39, -9.38, 10.51
-4.39, -9.38, 10.51
-4.39, -9.38, 10.32
-4.31, -8.24, 10.32
-4.31, -8.24, 10.32
-4.31, -8.24, 10.32
-4.31, -8.24, 10.32
-4.31, -8.24, 10.00
-4.82, -7.10, 10.00
-4.82, -7.10, 10.00
-4.82, -7.10, 10.00
-4.82, -7.10, 10.00
-4.82, -7.10, 9.53
-4.75, -5.53, 9.53
-4.43, -3.96, 8.87
-4.43, -2.47, 8.87
-4.43, -2.47, 8.87
-4.43, -2.47, 8.87
-4.43, -2.47, 8.87
-4.43, -2.47, 8.39
-4.79, -0.67, 8.39
-4.79, -0.67, 8.39
-5.53, 2.67, 7.61
-5.53, 2.67, 7.61
-5.53, 2.67, 7.61
-5.53, 2.67, 7.61
-5.53, 2.67, 7.41
-6.20, 3.92, 7.41
-6.20, 3.92, 7.41
-6.20, 3.92, 7.41
-6.20, 3.92, 7.41
-6.20, 3.92, 7.10
-7.30, 4.67, 7.10
-7.30, 4.67, 7.10
-7.30, 4.67, 7.10
-8.28, 6.24, 8.20
-8.28, 6.24, 8.20
-8.28, 6.24, 8.20
-8.24, 6.63, 9.26
-8.24, 6.63, 9.26
-8.24, 6.63, 9.26
-7.96, 7.49, 11.65
-7.96, 7.49, 11.65
-7.96, 7.49, 11.65
-7.96, 7.49, 11.65
-7.88, 7.73, 12.47
-7.88, 7.73, 12.47
-7.88, 7.73, 12.47
-7.88, 7.73, 12.47
-7.88, 7.73, 12.47
-7.81, 8.20, 12.79
-7.49, 8.55, 12.36
-7.49, 8.55, 12.36
-7.49, 8.55, 12.36
-7.49, 8.55, 12.36
-7.49, 8.55, 12.36
-7.10, 8.67, 11.73
-7.10, 8.67, 11.73
-7.10, 8.67, 11.73
-6.12, 8.51, 10.75
-6.12, 8.51, 10.75
-6.12, 8.51, 10.75
-6.12, 8.36, 10.36
-5.45, 8.36, 10.36
-5.45, 8.36, 10.36
-5.45, 8.36, 10.36
-5.45, 8.36, 10.36
-5.45, 7.92, 10.24
-4.12, 6.83, 10.24
-3.41, 6.83, 10.24
-3.41, 6.83, 10.24
-3.41, 6.83, 10.24
-3.41, 6.83, 10.24
-3.41, 6.24, 10.12
-2.75, 6.24, 10.12
-2.75, 6.24, 10.12
-2.75, 6.24, 10.12
-2.75, 6.24, 10.12
-2.75, 5.65, 10.20
-2.24, 5.65, 10.20
-2.24, 5.65, 10.20
-2.24, 5.65, 10.20
-2.24, 5.65, 10.20
-2.24, 5.06, 10.28
-1.73, 5.06, 10.28
-1.73, 5.06, 10.28
-1.02, 3.88, 10.20
-1.02, 3.88, 10.20
-1.02, 3.88, 10.20
-1.02, 3.88, 10.12
-0.75, 3.69, 10.12
-0.75, 3.69, 10.12
-0.75, 3.69, 10.12
-0.75, 3.69, 10.12
-0.75, 3.69, 10.12
0.08, 3.18, 10.20
0.08, 3.18, 10.16
0.31, 3.02, 10.16
0.31, 3.02, 10.16
0.31, 3.02, 10.16
0.31, 3.02, 10.16
0.31, 3.02, 10.16
0.63, 3.06, 10.00
0.63, 3.06, 10.00
0.63, 3.06, 10.00
0.82, 2.94, 10.00
0.82, 2.94, 10.00
0.82, 2.94, 10.00
0.94, 2.98, 9.85
1.02, 2.90, 9.81
1.02, 2.90, 9.81
1.02, 2.90, 9.81
1.02, 2.90, 9.81
1.02, 2.90, 9.81
1.18, 2.47, 9.89
1.18, 2.47, 9.89
1.18, 2.47, 9.89
1.18, 2.47, 9.89
1.18, 2.47, 9.89
1.18, 1.77, 10.63
1.18, 1.77, 10.63
1.18, 1.77, 10.63
1.18, 1.45, 10.71
1.37, 1.45, 10.71
1.37, 1.45, 10.71
1.37, 1.45, 10.71
1.37, 1.18, 10.90
1.37, 1.18, 10.90
1.37, 1.18, 10.90
1.37, 1.18, 10.90
1.37, 1.02, 10.94
1.57, 1.02, 10.94
1.57, 1.10, 10.79
1.57, 1.06, 10.75
1.57, 1.06, 10.75
1.57, 1.06, 10.75
1.57, 1.06, 10.75
1.57, 1.06, 10.75
1.57, 1.06, 10.63
1.29, 1.06, 10.67
1.29, 1.06, 10.67
1.29, 1.06, 10.71
1.33, 0.94, 10.71
1.33, 0.94, 10.71
1.33, 0.94, 10.71
1.33, 0.94, 10.71
1.53, 0.55, 10.94
1.53, 0.55, 10.94
1.53, 0.55, 10.94
1.45, 0.51, 10.94
1.45, 0.51, 10.94
1.45, 0.51, 10.94
1.45, 0.51, 10.94
1.45, 0.35, 10.75
1.45, 0.35, 10.75
1.45, 0.35, 10.75
1.45, 0.35, 10.75
1.33, 0.35, 10.79
1.33, 0.35, 10.79
1.33, 0.35, 10.79
1.41, 0.20, 10.79
1.41, 0.31, 10.67
1.41, 0.31, 10.67
1.41, 0.31, 10.67
1.41, 0.31, 10.67
1.41, 0.31, 10.67
1.29, 0.39, 10.55
1.29, 0.39, 10.55
1.29, 0.39, 10.55
1.29, 0.39, 10.55
1.29, 0.39, 10.55
1.29, 0.47, 10.36
1.33, 0.47, 10.36
1.33, 0.47, 10.36
1.41, 0.35, 10.12
1.41, 0.35, 10.12
1.41, 0.35, 10.12
1.41, 0.43, 10.08
1.45, 0.43, 10.08
1.45, 0.43, 10.08
1.53, 0.27, 10.04
1.61, 0.24, 10.04
1.61, 0.24, 10.04
1.61, 0.24, 10.04
1.61, 0.24, 10.04
1.61, 0.24, 10.08
1.65, 0.20, 10.08
1.73, 0.08, 10.04
1.73, 0.08, 9.96
1.77, 0.08, 9.96
1.77, 0.08, 9.96
1.77, 0.08, 9.96
1.84, 0.08, 9.96
1.96, 0.04, 9.96
1.96, 0.04, 9.96
1.96, 0.04, 9.96
1.96, 0.04, 9.96
2.12, -0.16, 9.92
2.16, -0.39, 9.92
2.16, -0.39, 9.92
2.16, -0.39, 9.92
2.16, -0.39, 9.92
2.16, -0.39, 9.92
2.16, -0.43, 9.89
2.16, -0.43, 9.89
2.16, -0.43, 9.89
2.20, -0.43, 9.92
2.20, -0.43, 9.92
2.20, -0.43, 9.92
2.20, -0.51, 10.12
2.20, -0.51, 10.12
2.20, -0.51, 10.12
2.12, -0.51, 10.16
2.12, -0.51, 10.16
2.12, -0.51, 10.16
2.12, -0.51, 10.16
2.12, -0.51, 10.16
2.08, -0.39, 10.08
2.00, -0.31, 9.89
1.92, -0.31, 9.89
1.92, -0.31, 9.89
1.92, -0.31, 9.89
1.92, -0.31, 9.89
1.92, -0.31, 9.89
1.84, -0.31, 9.89
1.77, -0.20, 9.96
1.77, -0.20, 9.96
1.77, -0.12, 9.89
1.77, -0.12, 9.89
1.77, -0.12, 9.89
1.77, -0.12, 9.89
1.77, -0.12, 9.89
1.65, 0.00, 9.89
1.65, 0.00, 9.89
1.65, 0.00, 9.89
1.65, 0.00, 9.89
1.65, -0.04, 9.81
1.49, -0.04, 9.81
1.45, 0.00, 9.81
1.45, 0.00, 9.81
1.45, 0.00, 9.85
1.41, -0.04, 9.85
1.41, -0.04, 9.85
1.41, -0.04, 9.85
1.37, 0.00, 9.92
1.37, 0.04, 9.92
1.37, 0.04, 9.92
1.37, 0.04, 9.92
1.37, 0.04, 9.92
1.37, 0.04, 9.89
1.29, 0.04, 9.89
1.29, 0.04, 9.89
1.29, 0.04, 9.89
1.29, 0.04, 9.89
1.29, 0.04, 9.89
1.41, 0.12, 9.81
1.37, 0.16, 9.81
1.37, 0.16, 9.81
1.37, 0.16, 9.81
1.37, 0.16, 9.81
1.33, 0.12, 9.81
1.26, 0.12, 9.85
1.26, 0.12, 9.85
1.26, 0.12, 9.85
1.26, 0.08, 9.81
1.26, 0.08, 9.81
1.26, 0.08, 9.81
1.26, 0.08, 9.81
1.26, 0.08, 9.81
1.29, 0.04, 9.85
1.29, 0.04, 9.85
1.41, 0.00, 9.73
1.41, 0.00, 9.73
1.41, 0.08, 9.77
1.45, 0.08, 9.77
1.45, 0.08, 9.77
1.57, 0.08, 9.77
1.57, 0.04, 9.89
1.61, 0.04, 9.89
1.61, 0.04, 9.89
1.61, 0.04, 9.89
1.73, 0.08, 9.89
1.73, 0.12, 9.81
1.80, 0.12, 9.81
1.80, 0.12, 9.81
1.80, 0.12, 9.81
1.80, 0.12, 9.81
1.88, 0.20, 9.85
1.88, 0.20, 9.85
1.88, 0.20, 9.85
1.88, 0.20, 9.85
1.88, 0.20, 9.85
1.96, 0.16, 9.81
1.96, 0.16, 9.81
1.96, 0.16, 9.81
1.96, 0.16, 9.81
1.96, 0.16, 9.85
1.96, 0.04, 9.89
1.96, 0.04, 9.89
1.96, 0.04, 9.89
1.96, 0.04, 9.89
1.96, 0.04, 9.89
2.04, 0.00, 9.96
2.08, 0.04, 9.96
2.08, 0.04, 9.96
2.08, 0.04, 9.96
2.08, 0.04, 9.96
2.12, -0.04, 10.04
2.12, -0.04, 10.04
2.16, -0.04, 10.00
2.16, -0.04, 10.00
2.16, -0.04, 10.00
2.16, 0.00, 10.04
2.16, 0.00, 10.04
2.16, 0.00, 10.04
2.16, 0.00, 10.04
2.20, 0.08, 9.81
2.20, 0.08, 9.81
2.20, 0.08, 9.81
2.20, 0.08, 9.81
2.20, 0.08, 9.81
2.20, 0.08, 9.73
