2.35, -2.00, 10.04
2.35, -2.00, 10.04
2.35, -1.88, 10.00
2.39, -1.88, 10.00
2.39, -1.88, 10.00
2.39, -1.88, 10.00
2.39, -1.88, 10.00
2.39, -1.80, 9.92
2.31, -1.80, 9.92
2.28, -1.73, 9.96
2.28, -1.69, 9.89
2.28, -1.69, 9.89
2.28, -1.69, 9.89
2.28, -1.69, 9.89
2.28, -1.69, 9.89
2.28, -1.69, 10.00
2.31, -1.69, 10.00
2.31, -1.69, 10.00
2.31, -1.69, 10.00
2.31, -1.69, 10.00
2.31, -1.65, 10.00
2.24, -1.65, 10.00
2.24, -1.65, 10.00
2.24, -1.65, 10.00
2.16, -1.80, 10.00
2.16, -1.80, 10.00
2.16, -1.80, 10.00
2.16, -1.80, 10.00
2.16, -1.80, 10.00
2.16, -1.80, 10.00
2.16, -1.80, 10.00
2.16, -1.80, 9.96
2.12, -1.80, 9.96
2.12, -1.80, 9.96
2.12, -1.80, 9.96
2.12, -1.80, 9.96
2.12, -1.80, 10.00
2.16, -1.88, 10.00
2.16, -1.88, 10.00
2.16, -1.88, 10.00
2.08, -1.88, 9.92
2.08, -1.88, 9.92
2.08, -1.88, 9.96
2.12, -1.92, 9.96
2.12, -1.92, 9.96
2.12, -1.92, 9.96
2.08, -1.92, 9.92
2.08, -1.92, 9.92
2.08, -1.92, 9.92
2.08, -1.92, 9.92
2.08, -1.92, 9.92
2.20, -1.96, 9.92
2.28, -2.04, 9.85
2.28, -2.04, 9.85
2.24, -2.04, 9.96
2.24, -2.04, 9.96
2.24, -2.04, 9.96
2.24, -2.04, 9.96
2.24, -2.04, 9.96
2.28, -2.04, 9.81
2.28, -2.04, 9.81
2.28, -2.04, 9.81
2.28, -2.04, 9.81
2.24, -2.08, 9.69
2.24, -2.08, 9.69
2.24, -2.08, 9.69
2.16, -2.12, 9.53
2.16, -2.12, 9.53
2.16, -2.12, 9.53
2.16, -2.12, 9.53
2.16, -2.12, 9.53
2.12, -2.04, 9.53
2.12, -2.04, 9.53
2.12, -2.08, 9.57
2.12, -2.08, 9.57
2.12, -2.08, 9.49
2.12, -2.08, 9.49
2.12, -2.08, 9.49
2.12, -2.08, 9.49
2.12, -2.08, 9.49
2.12, -1.92, 9.49
2.12, -1.92, 9.49
2.12, -1.92, 9.49
2.12, -1.92, 9.49
2.12, -2.00, 9.49
2.16, -2.00, 9.49
2.16, -2.00, 9.49
2.08, -2.12, 9.49
2.16, -2.12, 9.49
2.16, -2.12, 9.49
2.16, -2.12, 9.49
2.16, -2.12, 9.49
2.16, -1.96, 9.45
2.12, -1.96, 9.45
2.08, -2.04, 9.53
2.08, -2.04, 9.53
2.08, -2.00, 9.53
2.12, -2.00, 9.53
2.12, -2.00, 9.53
2.12, -2.00, 9.53
2.12, -2.00, 9.53
2.08, -2.08, 9.57
2.08, -2.08, 9.57
2.08, -2.08, 9.57
2.08, -2.08, 9.65
2.16, -2.08, 9.65
2.16, -2.08, 9.65
2.20, -2.08, 9.61
2.20, -2.08, 9.61
2.20, -2.08, 9.61
2.20, -2.08, 9.61
2.20, -2.08, 9.61
2.20, -2.08, 9.65
2.12, -2.08, 9.65
2.12, -2.08, 9.65
2.12, -2.08, 9.69
